ID,Protocol,Method,URL,Application,Code,Remote Address,Rewrite,Replay,Duration,Size
121,HTTP/1.1,CONNECT,https://lbs.netease.im,Chrome,200,8.215.48.63,No,No,21.913s,2.56 KB
